id,order_line/order_id/date_order,order_line/order_id/confirmation_date,order_line/order_id/name,order_line/order_id/customer_reference,order_line/order_partner_id/display_name,order_line/end_customer,order_line/product_categ_name,order_line/name,order_line/product_uom_qty,order_line/product_uom/display_name,order_line/price_unit,order_line/product_margin_price,order_line/price_subtotal,order_line/order_id/state,order_line/order_id/picking_state,order_line/order_id/invoice_status
,1/4/2021 6:32,1/4/2021 6:40,SO21-000722,2020/12/JFI/001875,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",JEIL FAJAR INDONESIA PT,SUPPLIES,[FAA35ACGA317] KACA LAS HITAM PUTIH,1,Unit(s),4000,4400,4000,Sale Order,done,Fully Invoiced
,1/4/2021 6:32,1/4/2021 6:40,SO21-000722,2020/12/JFI/001875,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",JEIL FAJAR INDONESIA PT,SUPPLIES,[FAA01AAAA012] GERINDA BOTOL (8MM X 19),1,Unit(s),9000,0,9000,Sale Order,done,Fully Invoiced
,1/4/2021 6:32,1/4/2021 6:40,SO21-000722,2020/12/JFI/001875,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",JEIL FAJAR INDONESIA PT,SUPPLIES,[FAA02AABA025] WELD. ELECTRODA (LB-52/RC-52 : Ø 2.6 (AWS 7016)),5,kg,29420,32362,147100,Sale Order,done,Fully Invoiced
__export__.sale_order_790,12/30/2020 1:57,12/30/2020 2:38,SO20-000721,2020/12/FBI/001259,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",JAWA POWER. PT ,GPC_FG,"[N34HI03] 3095 LUBRICATED / PTFE IMPREGNATED CARBONIZED FIBER PACKING (1/4"")",15,mtr,62000,0,930000,Sale Order,done,Fully Invoiced
,12/30/2020 1:57,12/30/2020 2:38,SO20-000721,2020/12/FBI/001259,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",JAWA POWER. PT ,GPC_FG,"[N34HI02] 3095 LUBRICATED / PTFE IMPREGNATED CARBONIZED FIBER PACKING (3/16"")",30,mtr,35000,0,1050000,Sale Order,done,Fully Invoiced
,12/30/2020 1:57,12/30/2020 2:38,SO20-000721,2020/12/FBI/001259,"[V18-0000050]FAJAR BENUA INDOPACK, PT, [V19-00098]Mustika Sari",JAWA POWER. PT ,GPC_FG,"[GN15M08910] 3020-I INCONEL WIRE INSERTED EXPANDED GRAPHITE PACKING (1/2"")",56,mtr,80796.64,28205.1308,4524611.84,Sale Order,done,Fully Invoiced
__export__.sale_order_789,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB113DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 6"", 4.5 MM, SWG-3836-R-FG-316-CRS)",370,Unit(s),115000,0,42550000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB143EA06B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 12"", 4.5 MM, SWG-3838-R-FG-316L-CRS-316L)",20,Unit(s),247000,0,4940000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA0330A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 1"", 4.5 MM, SWG-3838-FG-CRS-316L)",150,Unit(s),11500,0,1725000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA093DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 4"", 4.5 MM, SWG-3836-R-FG-316-CRS)",100,Unit(s),65000,0,6500000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA1230A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 8"", 4.5 MM, SWG-3836-FG-CRS)",100,Unit(s),74000,0,7400000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA1430A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 12"", 4.5 MM, SWG-3836-FG-CRS)",30,Unit(s),156000,102939.078,4680000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA1530A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 14"", 4.5 MM, SWG-3836-FG-CRS)",10,Unit(s),180500,111682.769,1805000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB0330A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 1"", 4.5 MM, SWG-3836-FG-CRS)",150,Unit(s),13000,8268.931,1950000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB0730A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 2.5"", 4.5 MM, SWG-3838-FG-CRS-316L)",20,Unit(s),25000,0,500000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB1130A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 6"", 4.5 MM, SWG-3838-FG-CRS-316L)",30,Unit(s),71000,0,2130000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB1330A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 10"", 4.5 MM, SWG-3836-FG-CRS)",60,Unit(s),131500,83931.562,7890000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB1530A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 14"", 4.5 MM, SWG-3836-FG-CRS)",100,Unit(s),225000,0,22500000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB1630A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 16"", 4.5 MM, SWG-3836-FG-CRS)",10,Unit(s),260500,176526.724,2605000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AC0630A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (600, 2"", 4.5 MM, SWG-3836-FG-CRS)",40,Unit(s),21000,0,840000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AC1130A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (600, 6"", 4.5 MM, SWG-3838-FG-CRS-316L)",20,Unit(s),102500,0,2050000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AC1330A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (600, 10"", 4.5 MM, SWG-3838-FG-CRS-316L)",10,Unit(s),189500,0,1895000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AC1530A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (600, 14"", 4.5 MM, SWG-3838-FG-CRS-316L)",35,Unit(s),250000,0,8750000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AD1730A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (900, 18"", 4.5 MM, SWG-3838-FG-CRS-316L)",20,Unit(s),403000,0,8060000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB0630A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 2"", 4.5 MM, SWG-3836-FG-CRS)",400,Unit(s),20000,13055.394,8000000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA1330A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 10"", 4.5 MM, SWG-3838-FG-CRS-316L)",120,Unit(s),115000,0,13800000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AE1230A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (1500, 8"", 4.5 MM, SWG-3838-FG-CRS-316L)",20,Unit(s),164500,0,3290000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA063DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 2"", 4.5 MM, SWG-3836-R-FG-316-316)",30,Unit(s),40000,31900,1200000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA093DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 4"", 4.5 MM, SWG-3836-R-FG-316-316)",80,Unit(s),91000,0,7280000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA113DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 6"", 4.5 MM, SWG-3836-R-FG-316-316)",20,Unit(s),116000,84700,2320000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA123DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 8"", 4.5 MM, SWG-3836-R-FG-316-316)",50,Unit(s),144000,105600,7200000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA133EE06B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 10"", 4.5 MM, SWG-3838-R-FG-316L-316L-316L)",100,Unit(s),221000,0,22100000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA143DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 12"", 4.5 MM, SWG-3836-R-FG-316-316)",60,Unit(s),320500,0,19230000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB093DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 4"", 4.5 MM, SWG-3836-R-FG-316-316)",150,Unit(s),101500,0,15225000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB123DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 8"", 4.5 MM, SWG-3836-R-FG-316-316)",120,Unit(s),215500,0,25860000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB133DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 10"", 4.5 MM, SWG-3836-R-FG-316-316)",40,Unit(s),289500,0,11580000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB143DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 12"", 4.5 MM, SWG-3836-R-FG-316-316)",100,Unit(s),369500,0,36950000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB163DD05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 16"", 4.5 MM, SWG-3836-R-FG-316-316)",20,Unit(s),591000,0,11820000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA0130A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 0.5"", 4.5 MM, SWG-3836-FG-CRS)",100,Unit(s),8000,0,800000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA0830A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 3"", 4.5 MM, SWG-3836-FG-CRS)",100,Unit(s),26500,17084.419,2650000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA0930A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 4"", 4.5 MM, SWG-3836-FG-CRS)",10,Unit(s),40000,0,400000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA033DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 1"", 4.5 MM, SWG-3836-R-FG-316-CRS)",60,Unit(s),15000,0,900000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA143DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 12"", 4.5 MM, SWG-3836-R-FG-316-CRS)",40,Unit(s),228000,0,9120000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB033DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 1"", 4.5 MM, SWG-3836-R-FG-316-CRS)",180,Unit(s),16500,12100,2970000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA083DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 3"", 4.5 MM, SWG-3836-R-FG-316-CRS)",130,Unit(s),46500,0,6045000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB083DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 3"", 4.5 MM, SWG-3836-R-FG-316-CRS)",100,Unit(s),51000,0,5100000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA123DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 8"", 4.5 MM, SWG-3836-R-FG-316-CRS)",100,Unit(s),115100,0,11510000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA133DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 10"", 4.5 MM, SWG-3836-R-FG-316-CRS)",30,Unit(s),172500,0,5175000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB053DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 1.5"", 4.5 MM, SWG-3836-R-FG-316-CRS)",280,Unit(s),23750,0,6650000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AD023EA06B] SPIRAL WOUND GASKET ASME B16.5-2017 (900, 0.75"", 4.5 MM, SWG-3838-R-FG-316L-CRS-316L)",20,Unit(s),12000,12100,240000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB093DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 4"", 4.5 MM, SWG-3836-R-FG-316-CRS)",50,Unit(s),68000,0,3400000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AD1130A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (900, 6"", 4.5 MM, SWG-3836-FG-CRS)",30,Unit(s),115500,89100,3465000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA0530A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 1.5"", 4.5 MM, SWG-3836-FG-CRS)",250,Unit(s),21700,9888.978,5425000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA1130A06B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 6"", 4.5 MM, SWG-3838-FG-CRS-316L)",150,Unit(s),53550,0,8032500,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AE064DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (1500, 2"", 4.5 MM, SWG-3836-R-PTFE-316-CRS)",60,Unit(s),120000,0,7200000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AB5730A05B] SPIRAL WOUND GASKET ASME B16.5-2017 (300, 22"", 4.5 MM, SWG-3836-FG-CRS)",15,Unit(s),390000,0,5850000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA063DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 2"", 4.5 MM, SWG-3836-R-FG-316-CRS)",150,Unit(s),29000,22000,4350000,Sale Order,done,Fully Invoiced
,12/28/2020 7:45,1/18/2021 7:57,SO20-000720,4500043742,"[C20-0000175]PERTAMINA (PERSERO) RU V BALIKPAPAN, [C20-0000176]Zaenan",PT. PERTAMINA (PERSERO) RU V ,SWG_FG,"[AA023DA05B] SPIRAL WOUND GASKET ASME B16.5-2017 (150, 0.75"", 4.5 MM, SWG-3836-R-FG-316-CRS)",10,Unit(s),13000,0,130000,Sale Order,done,Fully Invoiced
__export__.sale_order_788,12/23/2020 7:04,12/23/2020 7:10,SO20-000719,2020/12/JFI/001892,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000174]Ibnu",PT JEIL FAJAR INDONESIA,GPC_FG,[JS120408] 6066 JOINT SEALENT  (12 MM X 4 MM),588.2,m,13633,14996.432,8018930.6,Sale Order,done,Fully Invoiced
,12/23/2020 7:04,12/23/2020 7:10,SO20-000719,2020/12/JFI/001892,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000174]Ibnu",PT JEIL FAJAR INDONESIA,GPC_FG,[JS160507] 6066 JOINT SEALENT  (16 MM X 5 MM),96,m,16729.24,0,1606007.04,Sale Order,done,Fully Invoiced
,12/23/2020 7:04,12/23/2020 7:10,SO20-000719,2020/12/JFI/001892,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000174]Ibnu",PT JEIL FAJAR INDONESIA,GPC_FG,[JS200707] 6066 JOINT SEALENT  (20 MM X 7 MM),293.3,m,33491,36839.814,9822910.3,Sale Order,done,Fully Invoiced
,12/23/2020 7:04,12/23/2020 7:10,SO20-000719,2020/12/JFI/001892,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000174]Ibnu",PT JEIL FAJAR INDONESIA,GPC_FG,[JS250807] 6066 JOINT SEALENT  (25 MM X 8 MM),327.5,m,45967,50563.59,15054192.5,Sale Order,done,Fully Invoiced
__export__.sale_order_787,12/23/2020 6:43,12/23/2020 7:02,SO20-000718,2020/12/JFI/001894,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",PT JEIL FAJAR INDONESIA,SUPPLIES,[FAA16ABIA173] KASO ( 4/6 X 4000 MM),14,Unit(s),36000,31782.443,504000,Sale Order,done,Fully Invoiced
,12/23/2020 6:43,12/23/2020 7:02,SO20-000718,2020/12/JFI/001894,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",PT JEIL FAJAR INDONESIA,SUPPLIES,[FAA16ABIA175] BALOK 5/10 X 4000 MM,26,Unit(s),66000,73661.731,1716000,Sale Order,done,Fully Invoiced
,12/23/2020 6:43,12/23/2020 7:02,SO20-000718,2020/12/JFI/001894,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",PT JEIL FAJAR INDONESIA,SUPPLIES,[FAA18ABKA184] PAKU (5 CM),5,kg,15000,12832.6,75000,Sale Order,done,Fully Invoiced
,12/23/2020 6:43,12/23/2020 7:02,SO20-000718,2020/12/JFI/001894,"[V19-0000214]JEIL FAJAR INDONESIA PT, [C20-0000167]Anistia",PT JEIL FAJAR INDONESIA,SUPPLIES,[FAA15ABHA591] PAPAN (2/20 X 400 CM),11,Unit(s),56000,60500,616000,Sale Order,done,Fully Invoiced
